open,close
313.59,315.24
316.27,318.73
317.19,316.57
318.58,317.7
317.92,319.23
320.25,318.31
310.06,308.95
312.6,317.69
324.45,324.34
320.5435,323.87
320.93,309.51
304.3,308.66
315.31,318.85
323.52,321.45
322.57,325.21
322.37,320.03
314.18,321.55
323.6,319.61
321.47,327.2
324.19,324.87
324.73,324.95
315.36,319.0
320.0,323.62
322.63,320.3
318.62,313.05
297.26,298.18
300.95,288.08
286.53,292.65
281.1,273.52
257.26,273.36
282.28,298.81
303.67,289.32
296.44,302.74
295.52,292.92
282.0,289.03
263.75,266.17
277.14,285.34
277.39,275.43
255.94,248.23
264.89,277.97
241.95,242.21
247.51,252.86
239.77,246.67
247.385,244.78
247.18,229.24
228.08,224.37
236.36,246.88
250.75,245.52
246.52,258.44
252.75,247.74
250.74,254.81
255.6,254.29
246.5,240.91
240.34,244.93
242.8,241.41
250.9,262.47
270.8,259.43
262.74,266.07
268.7,267.99
268.31,273.25
280.0,287.05
282.4,284.43
287.38,286.69
284.69,282.8
277.95,276.93
276.28,268.37
273.61,276.1
275.87,275.03
277.2,282.97
281.8,283.17
285.08,278.58
284.73,287.73
289.96,293.8
286.25,289.07
289.17,293.16
295.06,297.56
300.46,300.63
303.22,303.74
305.64,310.13
308.1,315.01
317.83,311.41
312.15,307.65
304.51,309.54
300.35,307.71
313.17,314.96
315.03,313.14
316.68,319.23
318.66,316.85
315.77,318.89
